"   ","PROCARTICLEDTLID","DEPTID","PROCESSID","PACKNUM","BARCODE","GOODSLOCID","OWNERID","OWNERNAME","GOODSOWNERMANAGENO","GOODSOWNERPACKNO","MANAGENO","FEEBEGINDATE","CONTRACTID","GOODSSTATENO","GOODSSTATENAME","CHANGEOWNERTIMES","GOODSTYPE","GOODSTYPENAME","KINDNO","KINDNAME","SHOPSIGNID","SHOPSIGNNAME","PRODAREAID","PRODAREANAME","GOODSBATCHNO","PRODSTOVENO","GRADENUM","GRADENUMTHICK","GRADENUMWIDTH","GRADENUMLENGTH","GROSSWEIGHT","NETWEIGHT","POUNDWEIGHT","CHECKWEIGHT","SHEETNUM","PACKTYPE","PACKTYPENAME","UNIT","QUALITYMEMO","FIRSTINOWNERID","FIRSTINDATE","PRINTFLAG","QUALITY","QAMEMBER","QAFLAG","PROCESSQUALITYID","R_RECORD_CREATE_DATE","R_RECORD_CREATE_USER","R_RECORD_UPDATE_DATE","R_RECORD_UPDATE_USER","R_RECORD_IS_DELETED","ORDERBY","R_RECORD_CHANGE_FLAG","INSTRUCTION_ID","SENDFLAG","ACCEPTANCE_TIMES","ACCEPTANCER","ACCEPTANCE_TIME","SKINWEIGHT","CYYWEIGHT","GOODSID","ARTICLEMEMO1","ARTICLEMEMO2","ARTICLEMEMO3","ARTICLEMEMO4","ARTICLEMEMO5","ARTICLEMEMO6","ARTICLEMEMO7","ARTICLEMEMO8","ARTICLEMEMO9","ARTICLEMEMO10","ARTICLEYS","CUSTOMERID","CBXJGTYPE","WALLWIDTH","WOODTYPE","WOODTYPENAME","CHANXIAN","DRAWNO","ZCFLAG","CLASSGROUP","LOCLV1","LOCLV2"
"33","cd54fa201e07458daf6591605c8925c1","0101","0114121283","X141122723P1-02","1231208173361","KB1111","KH03031","上海晋博实业有限公司","","","SXJM泓尚6141225A","2014/12/26 10:26:53","","130","已验收","2","018004","加工成品","PZ006004001","开平板","GZ000419","Q235B","CD000057","","","","1.5*1250*2800","1.500000","1250.000000","2800.000000","2.029000","2.029000","2.029000","2.029000","50.000000","007001                          ","裸包装","","","KH04647","2014/12/30 1:34:23","0","","潘华良","1","","2014/12/30 1:34:56","100060","","","0","0","0","","0","1","潘华良","2014/12/30 1:34:23","0.000000","","","","","","","","","","","","","","","               ","0.000000","","","","","0","","",""
"34","14b95a695f3242a2aa8bd089b74e9b65","0101","0114121283","X141122723P1-03","1231208173364","KB1111","KH03031","上海晋博实业有限公司","","","SXJM泓尚6141225A","2014/12/26 10:26:53","","130","已验收","2","018004","加工成品","PZ006004001","开平板","GZ000419","Q235B","CD000057","","","","1.5*1250*2350","1.500000","1250.000000","2350.000000","4.768000","4.768000","4.768000","4.768000","140.000000","007001                          ","裸包装","","","KH04647","2014/12/30 1:34:23","0","","潘华良","1","","2014/12/30 1:34:56","100060","","","0","0","0","","0","1","潘华良","2014/12/30 1:34:23","0.000000","","","","","","","","","","","","","","","               ","0.000000","","","","","0","","",""
"35","d53ecdd3b7c94156819bad6d4522582b","0101","0114121283","X141122723P1-04","1231208173363","KB1111","KH03031","上海晋博实业有限公司","","","SXJM泓尚6141225A","2014/12/26 10:26:53","","130","已验收","2","018004","加工成品","PZ006004001","开平板","GZ000419","Q235B","CD000057","","","","1.5*1250*2350","1.500000","1250.000000","2350.000000","4.768000","4.768000","4.768000","4.768000","140.000000","007001                          ","裸包装","","","KH04647","2014/12/30 1:34:23","0","","潘华良","1","","2014/12/30 1:34:56","100060","","","0","0","0","","0","1","潘华良","2014/12/30 1:34:23","0.000000","","","","","","","","","","","","","","","               ","0.000000","","","","","0","","",""
"36","e7a71e063d514518a201eb10ce3b260a","0101","0114121283","X141122723P1-05","1231208173205","KB1111","KH03031","上海晋博实业有限公司","","","SXJM泓尚6141225A","2014/12/26 10:26:53","","130","已验收","2","018004","加工成品","PZ006004001","开平板","GZ000419","Q235B","CD000057","","","","1.5*1250*2350","1.500000","1250.000000","2350.000000","4.836000","4.836000","4.836000","4.836000","142.000000","007001                          ","裸包装","","","KH04647","2014/12/30 1:34:23","0","","潘华良","1","","2014/12/30 1:34:56","100060","","","0","0","0","","0","1","潘华良","2014/12/30 1:34:23","0.000000","","","","","","","","","","","","","","","               ","0.000000","","","","","0","","",""
"37","3b5f27a041fb40a587c3da475af37624","0101","0114121283","X141122723P1-06","1231208172154","KB1111","KH03031","上海晋博实业有限公司","","","SXJM泓尚6141225A","2014/12/26 10:26:53","","130","已验收","2","018004","加工成品","PZ006004001","开平板","GZ000419","Q235B","CD000057","","","","1.5*1250*2350","1.500000","1250.000000","2350.000000","0.024000","0.024000","0.024000","0.024000","2.000000","007001                          ","裸包装","","","KH04647","2014/12/30 1:34:23","0","","潘华良","1","","2014/12/30 1:34:56","100060","","","0","0","0","","0","1","潘华良","2014/12/30 1:34:23","0.000000","","","","","","","","","","","","","","","               ","0.000000","","","","","0","","",""
"38","daf894f1e36b46709d6900bb371fd4f1","0101","0114121274","A141014964S-02","1231208173420","KB1111","KH02350","上海儒易金属材料有限公司","","","SXJM永星21141027P","2014/10/27 18:25:48","","130","已验收","1","018004","加工成品","PZ001001030","带钢","GZ000005","SPHC","CD000057","本钢","","","3*300*0","3.000000","300.000000","0.000000","2.432000","2.432000","2.432000","2.432000","1.000000","007001                          ","","","","KH04647","2014/12/29 19:42:12","0","","潘华良","1","","2014/12/29 19:43:54","100060","","","0","0","0","","0","1","潘华良","2014/12/29 19:42:12","0.000000","","","","","","","","","","","","","","","               ","0.000000","","","","","0","","",""
"39","122937c26f734c40a0cc48b0ee64b6da","0101","0114121274","A141014964S-03","1231208173423","KB1111","KH02350","上海儒易金属材料有限公司","","","SXJM永星21141027P","2014/10/27 18:25:48","","130","已验收","1","018004","加工成品","PZ001001030","带钢","GZ000005","SPHC","CD000057","本钢","","","3*300*0","3.000000","300.000000","0.000000","2.432000","2.432000","2.432000","2.432000","1.000000","007001                          ","","","","KH04647","2014/12/29 19:42:12","0","","潘华良","1","","2014/12/29 19:43:54","100060","","","0","0","0","","0","1","潘华良","2014/12/29 19:42:12","0.000000","","","","","","","","","","","","","","","               ","0.000000","","","","","0","","",""
"40","e386af6e5c2948589408a8fcf83ca2d6","0101","0114121274","A141014964S-04","1231208173422","KB1111","KH02350","上海儒易金属材料有限公司","","","SXJM永星21141027P","2014/10/27 18:25:48","","130","已验收","1","018004","加工成品","PZ001001030","带钢","GZ000005","SPHC","CD000057","本钢","","","3*300*0","3.000000","300.000000","0.000000","2.432000","2.432000","2.432000","2.432000","1.000000","007001                          ","","","","KH04647","2014/12/29 19:42:12","0","","潘华良","1","","2014/12/29 19:43:54","100060","","","0","0","0","","0","1","潘华良","2014/12/29 19:42:12","0.000000","","","","","","","","","","","","","","","               ","0.000000","","","","","0","","",""
"41","b4691443b61946b08bd7faf4601284cf","0101","0114121274","A141014964S-05","1231208173425","KB1111","KH02350","上海儒易金属材料有限公司","","","SXJM永星21141027P","2014/10/27 18:25:48","","130","已验收","1","018004","加工成品","PZ001001030","带钢","GZ000005","SPHC","CD000057","本钢","","","3*300*0","3.000000","300.000000","0.000000","2.388000","2.388000","2.388000","2.388000","1.000000","007001                          ","","","","KH04647","2014/12/29 19:42:12","0","","潘华良","1","","2014/12/29 19:43:54","100060","","","0","0","0","","0","1","潘华良","2014/12/29 19:42:12","0.000000","","","","","","","","","","","","","","","               ","0.000000","","","","","0","","",""
"42","f07fe553ff7f40b9b3f81635916a64df","0101","0114121274","A141014964S-06","1231208173424","KB1111","KH02350","上海儒易金属材料有限公司","","","SXJM永星21141027P","2014/10/27 18:25:48","","130","已验收","1","018004","加工成品","PZ001001030","带钢","GZ000005","SPHC","CD000057","本钢","","","3*300*0","3.000000","300.000000","0.000000","2.388000","2.388000","2.388000","2.388000","1.000000","007001                          ","","","","KH04647","2014/12/29 19:42:12","0","","潘华良","1","","2014/12/29 19:43:54","100060","","","0","0","0","","0","1","潘华良","2014/12/29 19:42:12","0.000000","","","","","","","","","","","","","","","               ","0.000000","","","","","0","","",""
"43","3796e2ca602644618689c7b85743cae5","0101","0114121274","A141014964S-07","1231208173427","KB1111","KH02350","上海儒易金属材料有限公司","","","SXJM永星21141027P","2014/10/27 18:25:48","","130","已验收","1","018004","加工成品","PZ001001030","带钢","GZ000005","SPHC","CD000057","本钢","","","3*300*0","3.000000","300.000000","0.000000","2.388000","2.388000","2.388000","2.388000","1.000000","007001                          ","","","","KH04647","2014/12/29 19:42:12","0","","潘华良","1","","2014/12/29 19:43:54","100060","","","0","0","0","","0","1","潘华良","2014/12/29 19:42:12","0.000000","","","","","","","","","","","","","","","               ","0.000000","","","","","0","","",""
"44","fb569f37524a4dc79b46ac0708220308","0101","0114121274","A141014964S-08","1231208173426","KB1111","KH02350","上海儒易金属材料有限公司","","","SXJM永星21141027P","2014/10/27 18:25:48","","130","已验收","1","018004","加工成品","PZ001001030","带钢","GZ000005","SPHC","CD000057","本钢","","","3*300*0","3.000000","300.000000","0.000000","2.388000","2.388000","2.388000","2.388000","1.000000","007001                          ","","","","KH04647","2014/12/29 19:42:12","0","","潘华良","1","","2014/12/29 19:43:54","100060","","","0","0","0","","0","1","潘华良","2014/12/29 19:42:12","0.000000","","","","","","","","","","","","","","","               ","0.000000","","","","","0","","",""
"45","06c3536171154210be32788b34bff36d","0101","0114121274","A141014964S-09","1231208173517","KB1111","KH02350","上海儒易金属材料有限公司","","","SXJM永星21141027P","2014/10/27 18:25:48","","130","已验收","1","018004","加工成品","PZ001001030","带钢","GZ000005","SPHC","CD000057","本钢","","","3*BS*2+BT*1","3.000000","300.000000","0.000000","0.180000","0.180000","0.180000","0.180000","3.000000","007001                          ","","","","KH04647","2014/12/29 19:42:12","0","","潘华良","1","","2014/12/29 19:43:54","100060","","","0","0","0","","0","1","潘华良","2014/12/29 19:42:12","0.000000","","","","","","","","","","","","","","","               ","0.000000","","","","","0","","",""
"46","d3c1280e59844b7d9d359756f9dc9409","0101","0114121274","A141014963S-02","1231208173412","KB1111","KH02350","上海儒易金属材料有限公司","","","SXJM永星21141027P","2014/10/27 18:25:48","","130","已验收","1","018004","加工成品","PZ001001030","带钢","GZ000005","SPHC","CD000057","本钢","","","3*300*0","3.000000","300.000000","0.000000","2.260000","2.260000","2.260000","2.260000","1.000000","007001                          ","","","","KH04647","2014/12/29 19:42:12","0","","潘华良","1","","2014/12/29 19:43:54","100060","","","0","1","0","","0","1","潘华良","2014/12/29 19:42:12","0.000000","","","","","","","","","","","","","","","               ","0.000000","","","","","0","","",""
"47","e4597cc2099447c1a2fa47304f73a52e","0101","0114121274","A141014963S-03","1231208173415","KB1111","KH02350","上海儒易金属材料有限公司","","","SXJM永星21141027P","2014/10/27 18:25:48","","130","已验收","1","018004","加工成品","PZ001001030","带钢","GZ000005","SPHC","CD000057","本钢","","","3*300*0","3.000000","300.000000","0.000000","2.260000","2.260000","2.260000","2.260000","1.000000","007001                          ","","","","KH04647","2014/12/29 19:42:12","0","","潘华良","1","","2014/12/29 19:43:54","100060","","","0","1","0","","0","1","潘华良","2014/12/29 19:42:12","0.000000","","","","","","","","","","","","","","","               ","0.000000","","","","","0","","",""
"48","933ea3a8d84f47cf987afadfd308b2ee","0101","0114121274","A141014963S-04","1231208173414","KB1111","KH02350","上海儒易金属材料有限公司","","","SXJM永星21141027P","2014/10/27 18:25:48","","130","已验收","1","018004","加工成品","PZ001001030","带钢","GZ000005","SPHC","CD000057","本钢","","","3*300*0","3.000000","300.000000","0.000000","2.260000","2.260000","2.260000","2.260000","1.000000","007001                          ","","","","KH04647","2014/12/29 19:42:12","0","","潘华良","1","","2014/12/29 19:43:54","100060","","","0","1","0","","0","1","潘华良","2014/12/29 19:42:12","0.000000","","","","","","","","","","","","","","","               ","0.000000","","","","","0","","",""
"49","8d34552f0c00430ab2665946468382b3","0101","0114121274","A141014963S-05","1231208173417","KB1111","KH02350","上海儒易金属材料有限公司","","","SXJM永星21141027P","2014/10/27 18:25:48","","130","已验收","1","018004","加工成品","PZ001001030","带钢","GZ000005","SPHC","CD000057","本钢","","","3*300*0","3.000000","300.000000","0.000000","2.260000","2.260000","2.260000","2.260000","1.000000","007001                          ","","","","KH04647","2014/12/29 19:42:12","0","","潘华良","1","","2014/12/29 19:43:54","100060","","","0","1","0","","0","1","潘华良","2014/12/29 19:42:12","0.000000","","","","","","","","","","","","","","","               ","0.000000","","","","","0","","",""
"50","20c92c71f7e744d1a17a2fd07545eb1b","0101","0114121274","A141014963S-06","1231208173416","KB1111","KH02350","上海儒易金属材料有限公司","","","SXJM永星21141027P","2014/10/27 18:25:48","","130","已验收","1","018004","加工成品","PZ001001030","带钢","GZ000005","SPHC","CD000057","本钢","","","3*300*0","3.000000","300.000000","0.000000","2.260000","2.260000","2.260000","2.260000","1.000000","007001                          ","","","","KH04647","2014/12/29 19:42:12","0","","潘华良","1","","2014/12/29 19:43:54","100060","","","0","1","0","","0","1","潘华良","2014/12/29 19:42:12","0.000000","","","","","","","","","","","","","","","               ","0.000000","","","","","0","","",""
"51","1addae97176347f1b1149f28a3e5abc8","0101","0114121274","A141014963S-07","1231208173419","KB1111","KH02350","上海儒易金属材料有限公司","","","SXJM永星21141027P","2014/10/27 18:25:48","","130","已验收","1","018004","加工成品","PZ001001030","带钢","GZ000005","SPHC","CD000057","本钢","","","3*300*0","3.000000","300.000000","0.000000","2.260000","2.260000","2.260000","2.260000","1.000000","007001                          ","","","","KH04647","2014/12/29 19:42:12","0","","潘华良","1","","2014/12/29 19:43:54","100060","","","0","1","0","","0","1","潘华良","2014/12/29 19:42:12","0.000000","","","","","","","","","","","","","","","               ","0.000000","","","","","0","","",""
"52","20905df5fc29419b988e6f531a360e3f","0101","0114121274","A141014963S-08","1231208173418","KB1111","KH02350","上海儒易金属材料有限公司","","","SXJM永星21141027P","2014/10/27 18:25:48","","130","已验收","1","018004","加工成品","PZ001001030","带钢","GZ000005","SPHC","CD000057","本钢","","","3*300*0","3.000000","300.000000","0.000000","2.260000","2.260000","2.260000","2.260000","1.000000","007001                          ","","","","KH04647","2014/12/29 19:42:12","0","","潘华良","1","","2014/12/29 19:43:54","100060","","","0","1","0","","0","1","潘华良","2014/12/29 19:42:12","0.000000","","","","","","","","","","","","","","","               ","0.000000","","","","","0","","",""
"53","cbce8b5f5b8a4718854fd3302b1a05d6","0101","0114121274","A141014963S-09","1231208173516","KB1111","KH02350","上海儒易金属材料有限公司","","","SXJM永星21141027P","2014/10/27 18:25:48","","130","已验收","1","018004","加工成品","PZ001001030","带钢","GZ000005","SPHC","CD000057","本钢","","","3*BS*2+BT*1","3.000000","300.000000","0.000000","0.200000","0.200000","0.200000","0.200000","3.000000","007001                          ","","","","KH04647","2014/12/29 19:42:12","0","","潘华良","1","","2014/12/29 19:43:54","100060","","","0","1","0","","0","1","潘华良","2014/12/29 19:42:12","0.000000","","","","","","","","","","","","","","","               ","0.000000","","","","","0","","",""
"54","6a9ba9221fac4470ac1c4bca68cf4f81","0101","0114121274","A141014961S-02","1231208173404","KB1111","KH02350","上海儒易金属材料有限公司","","","SXJM永星21141027P","2014/10/27 7:12:33","","130","已验收","1","018004","加工成品","PZ001001030","带钢","GZ000005","SPHC","CD000057","本钢","","","3*300*0","3.000000","300.000000","0.000000","2.250000","2.250000","2.250000","2.250000","1.000000","007001                          ","","","","KH04647","2014/12/29 19:42:12","0","","潘华良","1","","2014/12/29 19:43:54","100060","","","0","2","0","","0","1","潘华良","2014/12/29 19:42:12","0.000000","","","","","","","","","","","","","","","               ","0.000000","","","","","0","","",""
"55","e716a590316d49d3a9b9825f46f2a81b","0101","0114121274","A141014961S-03","1231208173407","KB1111","KH02350","上海儒易金属材料有限公司","","","SXJM永星21141027P","2014/10/27 7:12:33","","130","已验收","1","018004","加工成品","PZ001001030","带钢","GZ000005","SPHC","CD000057","本钢","","","3*300*0","3.000000","300.000000","0.000000","2.250000","2.250000","2.250000","2.250000","1.000000","007001                          ","","","","KH04647","2014/12/29 19:42:12","0","","潘华良","1","","2014/12/29 19:43:54","100060","","","0","2","0","","0","1","潘华良","2014/12/29 19:42:12","0.000000","","","","","","","","","","","","","","","               ","0.000000","","","","","0","","",""
"56","a15d4eebc2d042e3ac8836ea2570f4e0","0101","0114121274","A141014961S-04","1231208173406","KB1111","KH02350","上海儒易金属材料有限公司","","","SXJM永星21141027P","2014/10/27 7:12:33","","130","已验收","1","018004","加工成品","PZ001001030","带钢","GZ000005","SPHC","CD000057","本钢","","","3*300*0","3.000000","300.000000","0.000000","2.250000","2.250000","2.250000","2.250000","1.000000","007001                          ","","","","KH04647","2014/12/29 19:42:12","0","","潘华良","1","","2014/12/29 19:43:54","100060","","","0","2","0","","0","1","潘华良","2014/12/29 19:42:12","0.000000","","","","","","","","","","","","","","","               ","0.000000","","","","","0","","",""
"57","fa4854a9a96643d9a5289488c9ee9e71","0101","0114121274","A141014961S-05","1231208173409","KB1111","KH02350","上海儒易金属材料有限公司","","","SXJM永星21141027P","2014/10/27 7:12:33","","130","已验收","1","018004","加工成品","PZ001001030","带钢","GZ000005","SPHC","CD000057","本钢","","","3*300*0","3.000000","300.000000","0.000000","2.260000","2.260000","2.260000","2.260000","1.000000","007001                          ","","","","KH04647","2014/12/29 19:42:12","0","","潘华良","1","","2014/12/29 19:43:54","100060","","","0","2","0","","0","1","潘华良","2014/12/29 19:42:12","0.000000","","","","","","","","","","","","","","","               ","0.000000","","","","","0","","",""
"58","f9aec6fe8e6f4008bf53fc0e4170b9b7","0101","0114121274","A141014961S-06","1231208173408","KB1111","KH02350","上海儒易金属材料有限公司","","","SXJM永星21141027P","2014/10/27 7:12:33","","130","已验收","1","018004","加工成品","PZ001001030","带钢","GZ000005","SPHC","CD000057","本钢","","","3*300*0","3.000000","300.000000","0.000000","2.260000","2.260000","2.260000","2.260000","1.000000","007001                          ","","","","KH04647","2014/12/29 19:42:12","0","","潘华良","1","","2014/12/29 19:43:54","100060","","","0","2","0","","0","1","潘华良","2014/12/29 19:42:12","0.000000","","","","","","","","","","","","","","","               ","0.000000","","","","","0","","",""
"59","e471961431a8408489ad1501efdb7dc9","0101","0114121274","A141014961S-07","1231208173411","KB1111","KH02350","上海儒易金属材料有限公司","","","SXJM永星21141027P","2014/10/27 7:12:33","","130","已验收","1","018004","加工成品","PZ001001030","带钢","GZ000005","SPHC","CD000057","本钢","","","3*300*0","3.000000","300.000000","0.000000","2.260000","2.260000","2.260000","2.260000","1.000000","007001                          ","","","","KH04647","2014/12/29 19:42:12","0","","潘华良","1","","2014/12/29 19:43:54","100060","","","0","2","0","","0","1","潘华良","2014/12/29 19:42:12","0.000000","","","","","","","","","","","","","","","               ","0.000000","","","","","0","","",""
"60","664a7fff9adc4b008829a90048195ce2","0101","0114121250","1174002366-01","1231208173475","KB1111","KH00295","上海天骄钢铁物资有限公司","","","TJWL20141228","2014/12/27 18:56:16","","130","已验收","0","018004","加工成品","PZ006004002","热轧开平板","GZ000895","BS600MC","CD000010","其他","","","5*1300*2000","5.000000","1300.000000","2000.000000","2.450000","2.450000","2.450000","2.450000","24.000000","007001                          ","裸包装","","","KH00295","2014/12/29 15:47:31","0","","肖燕","1","","2014/12/28 9:10:11","100002","2014/12/29 15:51:25","100006","0","0","0","","0","1","肖燕","2014/12/29 15:47:31","0.000000","","","","","","","","","","","","","","","               ","0.000000","","","","","0","","",""
"61","6c523f5ca11d47e49a42db665c8b6517","0101","0114121250","1174002367-01","1231208173479","KB1111","KH00295","上海天骄钢铁物资有限公司","","","TJWL20141228","2014/12/27 18:56:16","","130","已验收","0","018004","加工成品","PZ006004002","热轧开平板","GZ000895","BS600MC","CD000010","其他","","","5*1300*1800","5.000000","1300.000000","1800.000000","0.643000","0.643000","0.643000","0.643000","13.000000","007001                          ","裸包装","","","KH00295","2014/12/29 15:47:31","0","","肖燕","1","","2014/12/28 9:10:11","100002","2014/12/29 15:51:25","100006","0","1","0","","0","1","肖燕","2014/12/29 15:47:31","0.000000","","","","","","","","","","","","","","","               ","0.000000","","","","","0","","",""
"62","e27e488bec0d43a9b8230fdf228a6193","0101","0114121250","1174002355-01","1231208173467","KB1111","KH00295","上海天骄钢铁物资有限公司","","","TJWL20141228","2014/12/27 18:56:16","","130","已验收","0","018004","加工成品","PZ006004002","热轧开平板","GZ000895","BS600MC","CD000010","其他","","","5*1350*2550","5.000000","1350.000000","2550.000000","1.081000","1.081000","1.081000","1.081000","8.000000","007001                          ","裸包装","","","KH00295","2014/12/29 15:47:31","0","","肖燕","1","","2014/12/28 9:10:11","100002","2014/12/29 15:51:25","100006","0","2","0","","0","1","肖燕","2014/12/29 15:47:31","0.000000","","","","","","","","","","","","","","","               ","0.000000","","","","","0","","",""
"63","2fd49bba523a486089d62966d65ae488","0101","0115010052","R4268703701-03","1231208173625","KB1111","KH02192","上海竞铁流商贸发展有限公司","TI151411000039","R4268703701","I4K0000320","2015/1/2 7:16:41","TI151411000039","130","已验收","1","018005","加工余料","PZ001001030","带钢","GZ000005","SPHC","","宝钢","","159816","2*265*C","2.000000","265.000000","0.000000","4.573000","4.573000","4.573000","4.573000","1.000000","007001                          ","裸包装","","","KH05188","2015/1/5 12:32:13","0","","肖燕","1","","2015/1/5 12:33:00","100006","","","0","1","0","","0","1","肖燕","2015/1/5 12:32:13","0.000000","","","","","","","","","","","","","","","               ","0.000000","","","","","0","","",""
"64","52da8edf971f40d19e1edb6b6fe751a4","0101","0115010052","R4268703701-04","1231208173626","KB1111","KH02192","上海竞铁流商贸发展有限公司","TI151411000039","R4268703701","I4K0000320","2015/1/2 7:16:41","TI151411000039","130","已验收","1","018005","加工余料","PZ001001030","带钢","GZ000005","SPHC","","宝钢","","159816","2*265*C","2.000000","265.000000","0.000000","4.573000","4.573000","4.573000","4.573000","1.000000","007001                          ","裸包装","","","KH05188","2015/1/5 12:32:13","0","","肖燕","1","","2015/1/5 12:33:00","100006","","","0","1","0","","0","1","肖燕","2015/1/5 12:32:13","0.000000","","","","","","","","","","","","","","","               ","0.000000","","","","","0","","",""
"65","d7950b00bbf34769ae09f7f778aa357b","0101","0115010052","R4268703701-05","1231208173627","KB1111","KH02192","上海竞铁流商贸发展有限公司","TI151411000039","R4268703701","I4K0000320","2015/1/2 7:16:41","TI151411000039","130","已验收","1","018005","加工余料","PZ001001030","带钢","GZ000005","SPHC","","宝钢","","159816","2*183*C","2.000000","183.000000","0.000000","3.158000","3.158000","3.158000","3.158000","1.000000","007001                          ","裸包装","","","KH05188","2015/1/5 12:32:13","0","","肖燕","1","","2015/1/5 12:33:00","100006","","","0","1","0","","0","1","肖燕","2015/1/5 12:32:13","0.000000","","","","","","","","","","","","","","","               ","0.000000","","","","","0","","",""
"66","500e0040dd3f4468a890ac0dbfc6a090","0101","0115010052","R4268703701-06","1231208173628","KB1111","KH02192","上海竞铁流商贸发展有限公司","TI151411000039","R4268703701","I4K0000320","2015/1/2 7:16:41","TI151411000039","130","已验收","1","018005","加工余料","PZ001001030","带钢","GZ000005","SPHC","","宝钢","","159816","2*边丝*0","2.000000","265.000000","0.000000","0.310000","0.310000","0.310000","0.310000","2.000000","007001                          ","裸包装","","","KH05188","2015/1/5 12:32:13","0","","肖燕","1","","2015/1/5 12:33:00","100006","","","0","1","0","","0","1","肖燕","2015/1/5 12:32:13","0.000000","","","","","","","","","","","","","","","               ","0.000000","","","","","0","","",""
