"   ","PROCARTICLEDTLID","DEPTID","PROCESSID","PACKNUM","BARCODE","GOODSLOCID","OWNERID","OWNERNAME","GOODSOWNERMANAGENO","GOODSOWNERPACKNO","MANAGENO","FEEBEGINDATE","CONTRACTID","GOODSSTATENO","GOODSSTATENAME","CHANGEOWNERTIMES","GOODSTYPE","GOODSTYPENAME","KINDNO","KINDNAME","SHOPSIGNID","SHOPSIGNNAME","PRODAREAID","PRODAREANAME","GOODSBATCHNO","PRODSTOVENO","GRADENUM","GRADENUMTHICK","GRADENUMWIDTH","GRADENUMLENGTH","GROSSWEIGHT","NETWEIGHT","POUNDWEIGHT","CHECKWEIGHT","SHEETNUM","PACKTYPE","PACKTYPENAME","UNIT","QUALITYMEMO","FIRSTINOWNERID","FIRSTINDATE","PRINTFLAG","QUALITY","QAMEMBER","QAFLAG","PROCESSQUALITYID","R_RECORD_CREATE_DATE","R_RECORD_CREATE_USER","R_RECORD_UPDATE_DATE","R_RECORD_UPDATE_USER","R_RECORD_IS_DELETED","ORDERBY","R_RECORD_CHANGE_FLAG","INSTRUCTION_ID","SENDFLAG","ACCEPTANCE_TIMES","ACCEPTANCER","ACCEPTANCE_TIME","SKINWEIGHT","CYYWEIGHT","GOODSID","ARTICLEMEMO1","ARTICLEMEMO2","ARTICLEMEMO3","ARTICLEMEMO4","ARTICLEMEMO5","ARTICLEMEMO6","ARTICLEMEMO7","ARTICLEMEMO8","ARTICLEMEMO9","ARTICLEMEMO10","ARTICLEYS","CUSTOMERID","CBXJGTYPE","WALLWIDTH","WOODTYPE","WOODTYPENAME","CHANXIAN","DRAWNO","ZCFLAG","CLASSGROUP","LOCLV1","LOCLV2"
"67","fb54012226f14eb8ae68e73e5eff62e4","0101","0114121271","D141106922D-01","1231208173452","KN1111","KH04928","上海鸿厚贸易有限公司","","","SXJM永星2120141126K","2014/11/26 7:31:26","","130","已验收","1","018004","加工成品","PZ006004001","开平板","GZ000887","Q345B","CD000057","","","","5*1500*2782","5.000000","1500.000000","2782.000000","7.090000","7.090000","7.090000","7.090000","44.000000","007001                          ","裸包装","","","KH04647","2014/12/29 19:41:19","0","","潘华良","1","","2014/12/29 13:11:30","1818","2014/12/29 19:41:46","100060","0","0","0","","0","1","潘华良","2014/12/29 19:41:19","0.000000","","","","","","","","","","","","","","","               ","0.000000","","","","","0","","",""
"68","5a77e42e8a864e8e872ca6dbeefde98a","0101","0115010012","D141106921D-01","1231208173314","KN1111","KH06340","上海豫华国际贸易有限公司","","","SXJM万轮达18141130I","2014/12/2 9:02:01","","130","已验收","1","018004","加工成品","PZ006004002","热轧开平板","GZ000887","Q345B","CD000057","本钢","","","5*1500*3000","5.000000","1500.000000","3000.000000","7.120000","7.120000","7.120000","7.120000","41.000000","007001                          ","裸包装","","","KH04647","2015/1/4 16:47:08","0","","顾陆萍","1","","2015/1/4 11:49:40","100002","2015/1/4 16:48:22","100002","0","0","0","","0","1","顾陆萍","2015/1/4 16:47:08","0.000000","","","","","","","","","","","","","","","               ","0.000000","","","","","0","","",""
"69","9184592535e34c739f756924c62eb079","0101","0115010012","134871672600-01","1231208172867","KN1111","KH06340","上海豫华国际贸易有限公司","I4J0000169","134871672600","I4J0000169","2014/12/14 18:06:56","I4J0000169","130","已验收","1","018004","加工成品","PZ006004002","热轧开平板","GZ000887","Q345B","","宝钢","","14135334","4.97*1500*3000","4.970000","1500.000000","3000.000000","8.860000","8.860000","8.860000","8.860000","50.000000","007001                          ","裸包装","","","KH06759","2015/1/4 16:47:08","0","","顾陆萍","1","","2015/1/4 11:49:40","100002","2015/1/4 16:48:22","100002","0","1","0","","0","1","顾陆萍","2015/1/4 16:47:08","0.000000","","","","","","","","","","","","","","","               ","0.000000","","","","","0","","",""
"70","b3a3ae45502c4846939c546c16c63adb","0101","0114121257","D141127613D-01","1231208172146","KB1111","KH02075","杭州萧山信谊物流有限公司","","","SXJM梅山岗17141218U","2014/12/19 7:20:49","","130","已验收","1","018004","加工成品","PZ006004","开平板","GZ000005","SPHC","CD000057","","","","4.75*1250*3700","4.750000","1250.000000","3700.000000","3.814000","3.814000","3.814000","3.814000","22.000000","007001                          ","裸包装","","","KH04647","2014/12/29 15:54:25","0","","肖燕","1","","2014/12/29 8:49:31","100006","2014/12/29 15:55:55","100006","0","0","0","","0","1","肖燕","2014/12/29 15:54:25","0.000000","","","","","","","","","","","","","","","               ","0.000000","","","","","0","","",""
"71","8c9f1753088c4be7b323ba84b77adc69","0101","0114121257","D141127611D-01","1231208173509","KN1111","KH02075","杭州萧山信谊物流有限公司","","","SXJM梅山岗17141218U","2014/12/19 7:20:34","","130","已验收","1","018004","加工成品","PZ006004","开平板","GZ000005","SPHC","CD000057","","","","4.75*1250*3700","4.750000","1250.000000","3700.000000","3.810000","3.810000","3.810000","3.810000","22.000000","007001                          ","裸包装","","","KH04647","2014/12/29 15:54:25","0","","肖燕","1","","2014/12/29 8:49:31","100006","2014/12/29 15:55:55","100006","0","1","0","","0","1","肖燕","2014/12/29 15:54:25","0.000000","","","","","","","","","","","","","","","               ","0.000000","","","","","0","","",""
"72","d7238e51c604462b99e592ebed627997","0101","0114121257","D141127612D-01","1231208173501","KN1111","KH02075","杭州萧山信谊物流有限公司","","","SXJM梅山岗17141218U","2014/12/20 7:40:42","","130","已验收","1","018004","加工成品","PZ006004","开平板","GZ000005","SPHC","CD000057","","","","4.75*1250*3700","4.750000","1250.000000","3700.000000","3.813000","3.813000","3.813000","3.813000","22.000000","007001                          ","裸包装","","","KH04647","2014/12/29 15:54:25","0","","肖燕","1","","2014/12/29 8:49:31","100006","2014/12/29 15:55:55","100006","0","2","0","","0","1","肖燕","2014/12/29 15:54:25","0.000000","","","","","","","","","","","","","","","               ","0.000000","","","","","0","","",""
"73","32f07f97aa0b4da192e2910cb18967ca","0101","0115010074","140432491P-02","1231208175000","KB1111","KH03059","上海文津贸易有限公司","","","SXJM华顺达168140521SS","2014/5/21 6:14:00","","130","已验收","1","018004","加工成品","PZ001001004","热卷","GZ000006","SPHE","CD000057","本钢","","","2*1250*0","2.000000","1250.000000","0.000000","9.280000","9.280000","9.280000","9.280000","1.000000","007001                          ","","","","KH04647","2015/1/5 15:03:57","0","","肖燕","1","","2015/1/5 15:04:28","100006","","","0","0","0","","0","1","肖燕","2015/1/5 15:03:57","0.000000","","","","","","","","","","","","","","","               ","0.000000","","","","","0","","",""
"74","d1e400496b324f5a80edd6374379476f","0101","0115010002","140637133S-01","1231208173718","KB1111","KH02075","杭州萧山信谊物流有限公司","","","SXJM兴宁120140712M","2014/7/12 5:46:00","","130","已验收","1","018004","加工成品","PZ001001030","带钢","GZ000005","SPHC","CD000057","本钢","","","2.5*169*0","2.500000","169.000000","0.000000","1.302000","1.302000","1.302000","1.302000","1.000000","007001                          ","裸包装","","","KH04647","2015/1/4 14:56:44","0","","肖燕","1","","2015/1/4 9:38:25","1919","2015/1/4 15:06:45","100006","0","0","0","","0","1","肖燕","2015/1/4 14:56:44","0.000000","","","","","","","","","","","","","","","               ","0.000000","","","","","0","","",""
"75","6c388fe2c0e34f1d89edeec38370a59c","0101","0115010002","140637135S-01","1231208173709","KB1111","KH02075","杭州萧山信谊物流有限公司","","","SXJM兴宁120140712M","2014/7/12 6:06:00","","130","已验收","1","018004","加工成品","PZ001001030","带钢","GZ000005","SPHC","CD000057","本钢","","","2.5*169*0","2.500000","169.000000","0.000000","1.310000","1.310000","1.310000","1.310000","1.000000","007001                          ","裸包装","","","KH04647","2015/1/4 14:56:44","0","","肖燕","1","","2015/1/4 9:38:25","1919","2015/1/4 15:06:45","100006","0","1","0","","0","1","肖燕","2015/1/4 14:56:44","0.000000","","","","","","","","","","","","","","","               ","0.000000","","","","","0","","",""
"76","b77d322aa5a441518d51ccb08d7ab88a","0101","0115010105","A141056183P1-01","1231208174368","KB1111","KH04500","上海博益实业有限公司","","","SXJM海力7141119G","2014/11/20 10:16:47","","130","已验收","1","018004","加工成品","PZ006004001","开平板","GZ000005","SPHC","CD000057","","","","2*1250*2500","2.000000","1250.000000","2500.000000","4.880000","4.880000","4.880000","4.880000","100.000000","007001                          ","裸包装","","","KH04647","2015/1/6 14:21:38","0","","肖燕","1","","2015/1/5 16:46:15","1818","2015/1/6 14:22:11","100006","0","0","0","","0","1","肖燕","2015/1/6 14:21:38","0.000000","","","","","","","","","","","","","","","               ","0.000000","","","","","0","","",""
"77","9e3bf1ce3e544a04a380a317491797b4","0101","0114121252","D141129965D-01","1231208173228","KN1111","KH00295","上海天骄钢铁物资有限公司","","","SXJM梅山岗17141218ZB","2014/12/20 7:40:58","","130","已验收","1","018004","加工成品","PZ006004","开平板","GZ000005","SPHC","CD000057","","","","6*1500*2500","6.000000","1500.000000","2500.000000","7.440000","7.440000","7.440000","7.440000","42.000000","007001                          ","裸包装","","","KH04647","2014/12/29 12:14:01","0","","肖燕","1","","2014/12/29 8:17:54","100006","2014/12/29 12:15:25","100006","0","0","0","","0","1","肖燕","2014/12/29 12:14:01","0.000000","","","","","","","","","","","","","","","               ","0.000000","","","","","0","","",""
"78","b41a013dbfbf402da621e901f1e6dfed","0101","0114121252","D141129983D-01","1231208173158","KN1111","KH00295","上海天骄钢铁物资有限公司","","","SXJM梅山岗17141218ZB","2014/12/19 9:00:55","","130","已验收","1","018004","加工成品","PZ006004","开平板","GZ000005","SPHC","CD000057","","","","6*1500*2500","6.000000","1500.000000","2500.000000","7.440000","7.440000","7.440000","7.440000","42.000000","007001                          ","裸包装","","","KH04647","2014/12/29 12:14:01","0","","肖燕","1","","2014/12/29 8:17:54","100006","2014/12/29 12:15:25","100006","0","1","0","","0","1","肖燕","2014/12/29 12:14:01","0.000000","","","","","","","","","","","","","","","               ","0.000000","","","","","0","","",""
"79","f0aa79272740487ca913eec416b96e5b","0101","0115010066","D141200834P-01","1231208190585","KB1111","KH02327","上海浙磊钢铁贸易有限公司","","","SXJM华顺达168141231S","2015/1/1 7:43:54","","130","已验收","1","018004","加工成品","PZ006004","开平板","GZ000005","SPHC","CD000057","","","","2*1500*1770","2.000000","1500.000000","1770.000000","4.530000","4.530000","4.530000","4.530000","110.000000","007001                          ","裸包装","","","KH04647","2015/1/5 15:04:51","0","","肖燕","1","","2015/1/5 10:43:08","100006","2015/1/5 15:05:56","100006","0","0","0","","0","1","肖燕","2015/1/5 15:04:51","0.000000","","","","","","","","","","","","","","","               ","0.000000","","","","","0","","",""
"80","e8d25312ba334cafa68f06811a6344a5","0101","0114121190","D407759502-02","1231208172572","KA1111","KH04928","上海鸿厚贸易有限公司","","","TFDNY20141224A","2014/12/25 9:28:28","","130","已验收","0","018004","加工成品","PZ006004001","开平板","4015","W800","CD000059","","","","3.1*1230*2000/1800","3.100000","1230.000000","0.000000","1.330000","1.330000","1.330000","1.330000","22.000000","007001                          ","裸包装","","","KH04928","2014/12/27 22:56:59","0","","潘华良","1","","2014/12/27 22:58:50","100060","","","0","5","0","","0","1","潘华良","2014/12/27 22:56:59","0.000000","","","","","","","","","","","","","","20I002","               ","0.000000","","","","","0","","",""
"81","bf8e23a8f78e46efbf4d621ec21ce749","0101","0115010080","R4268603601-01","1231208174352","KB1111","KH06893","上海康鹿实业发展有限公司","TI151411000059","R4268603601","I4K0000341","2014/12/29 17:53:45","TI151411000059","130","已验收","1","018004","加工成品","PZ006004","开平板","GZ000419","Q235B","","","","160014","2*1250*4000","2.000000","1250.000000","4000.000000","4.495000","4.495000","4.495000","4.495000","57.000000","007001                          ","裸包装","","","KH05188","2015/1/6 20:49:30","0","","潘华良","1","","2015/1/5 13:45:40","100006","2015/1/6 20:53:14","100060","0","0","0","","0","1","潘华良","2015/1/6 20:49:30","0.000000","","","","","","","","","","","","","","","               ","0.000000","","","","","0","","",""
"82","4c1aa0586196447dbd64ecb7596a141d","0101","0115010080","R4267602601-01","1231208174217","KB1111","KH06893","上海康鹿实业发展有限公司","TI151411000016","R4267602601","I4K0000316","2015/1/2 7:16:41","TI151411000016","130","已验收","1","018004","加工成品","PZ006004","开平板","GZ000419","Q235B","","","","159926","1.8*1250*4000","1.800000","1250.000000","4000.000000","4.530000","4.530000","4.530000","4.530000","64.000000","007001                          ","裸包装","","","KH05188","2015/1/6 16:37:21","0","","肖燕","1","","2015/1/5 13:45:40","100006","2015/1/6 16:42:05","100006","0","1","0","","0","1","肖燕","2015/1/6 16:37:21","0.000000","","","","","","","","","","","","","","","               ","0.000000","","","","","0","","",""
"83","da855068ef0d442082ef58b99c80a828","0101","0115010080","R4267602701-01","1231208174213","KB1111","KH06893","上海康鹿实业发展有限公司","TI151411000016","R4267602701","I4K0000316","2015/1/2 7:16:41","TI151411000016","130","已验收","1","018004","加工成品","PZ006004","开平板","GZ000419","Q235B","","","","159926","1.8*1250*4000","1.800000","1250.000000","4000.000000","4.510000","4.510000","4.510000","4.510000","64.000000","007001                          ","裸包装","","","KH05188","2015/1/6 16:37:21","0","","肖燕","1","","2015/1/5 13:45:40","100006","2015/1/6 16:42:06","100006","0","2","0","","0","1","肖燕","2015/1/6 16:37:21","0.000000","","","","","","","","","","","","","","","               ","0.000000","","","","","0","","",""
"84","f0506b6d8b804047896c59257bc92367","0101","0115010080","R4270603501-01","1231208174407","KB1111","KH06893","上海康鹿实业发展有限公司","TI131411000011","R4270603501","I4K0000340","2015/1/3 7:37:54","TI131411000011","130","已验收","1","018004","加工成品","PZ006004","开平板","GZ000419","Q235B","","","","160060","1.8*1250*4000","1.800000","1250.000000","4000.000000","4.245000","4.245000","4.245000","4.245000","60.000000","007001                          ","裸包装","","","KH05188","2015/1/6 16:37:21","0","","肖燕","1","","2015/1/5 13:45:40","100006","2015/1/6 16:42:06","100006","0","3","0","","0","1","肖燕","2015/1/6 16:37:21","0.000000","","","","","","","","","","","","","","","               ","0.000000","","","","","0","","",""
"85","65880891e30a493ca87acc944983e895","0101","0115010080","R4267703701-01","1231208174195","KB1111","KH06893","上海康鹿实业发展有限公司","TI131411000011","R4267703701","I4K0000340","2014/12/31 12:29:39","TI131411000011","130","已验收","1","018004","加工成品","PZ006004","开平板","GZ000419","Q235B","","","","159928","1.8*1250*4000","1.800000","1250.000000","4000.000000","4.250000","4.250000","4.250000","4.250000","60.000000","007001                          ","裸包装","","","KH05188","2015/1/6 16:37:21","0","","肖燕","1","","2015/1/5 13:45:40","100006","2015/1/6 16:42:06","100006","0","4","0","","0","1","肖燕","2015/1/6 16:37:21","0.000000","","","","","","","","","","","","","","","               ","0.000000","","","","","0","","",""
"86","fc4e7e789f184e95b5a6f93ec5455ecc","0101","0115010080","R4267703801-01","1231208174204","KB1111","KH06893","上海康鹿实业发展有限公司","TI131411000011","R4267703801","I4K0000340","2014/12/31 12:29:39","TI131411000011","130","已验收","1","018004","加工成品","PZ006004","开平板","GZ000419","Q235B","","","","159928","1.8*1250*4000","1.800000","1250.000000","4000.000000","4.513000","4.513000","4.513000","4.513000","64.000000","007001                          ","裸包装","","","KH05188","2015/1/6 16:37:21","0","","肖燕","1","","2015/1/5 13:45:40","100006","2015/1/6 16:42:06","100006","0","5","0","","0","1","肖燕","2015/1/6 16:37:21","0.000000","","","","","","","","","","","","","","","               ","0.000000","","","","","0","","",""
"87","44c94014c4cb4a04a903aa3cf72d2832","0101","0115010080","R4267703901-01","1231208174073","KB1111","KH06893","上海康鹿实业发展有限公司","TI131411000011","R4267703901","I4K0000340","2014/12/31 12:29:39","TI131411000011","130","已验收","1","018004","加工成品","PZ006004","开平板","GZ000419","Q235B","","","","159928","1.8*1250*4000","1.800000","1250.000000","4000.000000","4.534000","4.534000","4.534000","4.534000","64.000000","007001                          ","裸包装","","","KH05188","2015/1/6 16:37:21","0","","肖燕","1","","2015/1/5 13:45:40","100006","2015/1/6 16:42:06","100006","0","6","0","","0","1","肖燕","2015/1/6 16:37:21","0.000000","","","","","","","","","","","","","","","               ","0.000000","","","","","0","","",""
"88","a9194c6a722b497ab9738da5a5a9c283","0101","0115010080","R4270502301-01","1231208174357","KB1111","KH06893","上海康鹿实业发展有限公司","TI151411000056","R4270502301","I4K0000338","2015/1/2 7:16:41","TI151411000056","130","已验收","1","018004","加工成品","PZ006004","开平板","GZ000419","Q235B","","","","160121","2*1250*4000","2.000000","1250.000000","4000.000000","4.557000","4.557000","4.557000","4.557000","58.000000","007001                          ","裸包装","","","KH05188","2015/1/6 16:37:21","0","","肖燕","1","","2015/1/5 13:45:40","100006","2015/1/6 16:42:06","100006","0","7","0","","0","1","肖燕","2015/1/6 16:37:21","0.000000","","","","","","","","","","","","","","","               ","0.000000","","","","","0","","",""
"89","dff17a3f34b54745ac984143c1afe662","0101","0115010080","R4270503701-01","1231208174320","KB1111","KH06893","上海康鹿实业发展有限公司","TI151411000056","R4270503701","I4K0000338","2015/1/2 7:16:41","TI151411000056","130","已验收","1","018004","加工成品","PZ006004","开平板","GZ000419","Q235B","","","","160019","2*1250*4000","2.000000","1250.000000","4000.000000","4.390000","4.390000","4.390000","4.390000","56.000000","007001                          ","裸包装","","","KH05188","2015/1/6 23:36:42","0","","潘华良","1","","2015/1/5 13:45:40","100006","2015/1/6 23:37:25","100060","0","9","0","","0","1","潘华良","2015/1/6 23:36:42","0.000000","","","","","","","","","","","","","","","               ","0.000000","","","","","0","","",""
"90","b07081f20999490186fb683ef2478d57","0101","0115010080","R4270304101-01","1231208174372","KB1111","KH06893","上海康鹿实业发展有限公司","TI151411000059","","I4K0000341","2015/1/2 7:16:41","","130","已验收","1","018004","加工成品","PZ006004","开平板","GZ000419","Q235B","CD000002","","","","2*1250*4000","2.000000","1250.000000","4000.000000","4.481000","4.481000","4.481000","4.481000","57.000000","007001                          ","裸包装","","","KH05188","2015/1/6 16:37:21","0","","肖燕","1","","2015/1/5 13:45:40","100006","2015/1/6 16:42:06","100006","0","8","0","","0","1","肖燕","2015/1/6 16:37:21","0.000000","","","","","","","","","","","","","","","               ","0.000000","","","","","0","","",""
"91","7a7f4cabf7fb4d74bd9c9d2b5144be03","0101","0114121268","1154011975-01","1231208185450","KN1111","KH05744","娄底市清泉贸易有限公司上海分公司","I4J0000050","1154011975","I4J0000050","2014/11/11 19:53:11","I4J0000050","130","已验收","2","018004","加工成品","PZ006004","开平板","GZ000005","SPHC","","","","14137513","5.02*1140*2500","5.020000","1140.000000","2500.000000","5.436000","5.436000","5.436000","5.436000","48.000000","007001                          ","裸包装","","","KH06759","2014/12/29 15:52:41","0","","肖燕","1","","2014/12/29 11:37:31","100006","2014/12/29 15:53:58","100006","0","0","0","","0","1","肖燕","2014/12/29 15:52:41","0.000000","","","","","","","","","","","","","","","               ","0.000000","","","","","0","","",""
"92","9336f45e697c4b5fb0860e32d398c8c3","0101","0114121274","A141014964S-01","1231208173421","KB1111","KH02350","上海儒易金属材料有限公司","","","SXJM永星21141027P","2014/10/27 18:25:48","","130","已验收","1","018004","加工成品","PZ001001030","带钢","GZ000005","SPHC","CD000057","本钢","","","3*300*0","3.000000","300.000000","0.000000","2.432000","2.432000","2.432000","2.432000","1.000000","007001                          ","","","","KH04647","2014/12/29 19:42:12","0","","潘华良","1","","2014/12/29 13:56:27","1818","2014/12/29 19:43:54","100060","0","0","0","","0","1","潘华良","2014/12/29 19:42:12","0.000000","","","","","","","","","","","","","","","               ","0.000000","","","","","0","","",""
"93","5907533b6e8e4f97a21d8a76f41edc06","0101","0114121274","A141014963S-01","1231208173413","KB1111","KH02350","上海儒易金属材料有限公司","","","SXJM永星21141027P","2014/10/27 18:25:48","","130","已验收","1","018004","加工成品","PZ001001030","带钢","GZ000005","SPHC","CD000057","本钢","","","3*300*0","3.000000","300.000000","0.000000","2.260000","2.260000","2.260000","2.260000","1.000000","007001                          ","","","","KH04647","2014/12/29 19:42:12","0","","潘华良","1","","2014/12/29 13:56:27","1818","2014/12/29 19:43:54","100060","0","1","0","","0","1","潘华良","2014/12/29 19:42:12","0.000000","","","","","","","","","","","","","","","               ","0.000000","","","","","0","","",""
"94","4ef86c8cb58647c982c93ceed8a77759","0101","0114121274","A141014961S-01","1231208173405","KB1111","KH02350","上海儒易金属材料有限公司","","","SXJM永星21141027P","2014/10/27 7:12:33","","130","已验收","1","018004","加工成品","PZ001001030","带钢","GZ000005","SPHC","CD000057","本钢","","","3*300*0","3.000000","300.000000","0.000000","2.250000","2.250000","2.250000","2.250000","1.000000","007001                          ","","","","KH04647","2014/12/29 19:42:12","0","","潘华良","1","","2014/12/29 13:56:27","1818","2014/12/29 19:43:54","100060","0","2","0","","0","1","潘华良","2014/12/29 19:42:12","0.000000","","","","","","","","","","","","","","","               ","0.000000","","","","","0","","",""
"95","563c26ea20fa421aa814f8143065d075","0101","0115010040","D141129882D-03","D141129882D-03","KB1111","KH04928","上海鸿厚贸易有限公司","","","SXJM永星21141222ZD","2014/12/23 7:10:17","","130","已验收","1","018004","加工成品","PZ001001004","热卷","GZ000005","SPHC","CD000057","","","","5.75*1500*0/80","5.750000","1500.000000","0.000000","17.040000","17.040000","17.040000","17.040000","1.000000","007001                          ","裸包装","","","KH04647","2015/1/5 10:25:18","0","","肖燕","1","","2015/1/5 10:26:00","100006","2015/1/5 10:26:55","100006","0","0","0","","0","2","肖燕","2015/1/5 10:25:18","0.000000","","","","","","","","","","","","","","","               ","0.000000","","","","","0","","",""
"96","99ccf9fa4052486dab19cfb4da3bfd91","0101","0115010040","D141129882D-02","1231208190576","KB1111","KH04928","上海鸿厚贸易有限公司","","","SXJM永星21141222ZD","2014/12/23 7:10:17","","130","已验收","1","018004","加工成品","PZ006004001","开平板","GZ000005","SPHC","CD000057","","","","5.75*1500*1946","5.750000","1500.000000","1946.000000","2.635000","2.635000","2.635000","2.635000","20.000000","007001                          ","裸包装","","","KH04647","2015/1/5 10:25:18","0","","肖燕","1","","2015/1/5 10:26:00","100006","2015/1/5 10:36:53","100002","0","0","0","","0","2","顾陆萍","2015/1/5 10:25:18","0.000000","","","","","","","","","","","","","","","               ","0.000000","","","","","0","","",""
"97","b9d5a63232434c65a3fb7a7e8fa83929","0101","0114121199","X141200022P-02","1231208173164","KB1111","KH02176","上海弘屹实业有限公司","","","SXJM泓尚6141225A","2014/12/26 10:26:53","","130","已验收","1","018004","加工成品","PZ006004001","开平板","GZ000419","Q235B","CD000057","","","","1.5*1250*1960","1.500000","1250.000000","1960.000000","4.103000","4.103000","4.103000","4.103000","145.000000","007001                          ","裸包装","","","KH04647","2014/12/27 22:55:54","0","","潘华良","1","","2014/12/27 22:56:39","100060","","","0","0","0","","0","1","潘华良","2014/12/27 22:55:54","0.000000","","","","","","","","","","","","","","","               ","0.000000","","","","","0","","",""
"98","cdbddee684054847bcff172a2ebbfa15","0101","0114121199","X141200022P-03","1231208173165","KB1111","KH02176","上海弘屹实业有限公司","","","SXJM泓尚6141225A","2014/12/26 10:26:53","","130","已验收","1","018004","加工成品","PZ006004001","开平板","GZ000419","Q235B","CD000057","","","","1.5*1250*1960","1.500000","1250.000000","1960.000000","4.103000","4.103000","4.103000","4.103000","145.000000","007001                          ","裸包装","","","KH04647","2014/12/27 22:55:54","0","","潘华良","1","","2014/12/27 22:56:40","100060","","","0","0","0","","0","1","潘华良","2014/12/27 22:55:54","0.000000","","","","","","","","","","","","","","","               ","0.000000","","","","","0","","",""
"99","ab65cf6f98614ded8806f4099ec8bd5b","0101","0114121199","X141200022P-04","1231208173166","KB1111","KH02176","上海弘屹实业有限公司","","","SXJM泓尚6141225A","2014/12/26 10:26:53","","130","已验收","1","018004","加工成品","PZ006004001","开平板","GZ000419","Q235B","CD000057","","","","1.5*1250*1830","1.500000","1250.000000","1830.000000","3.434000","3.434000","3.434000","3.434000","130.000000","007001                          ","裸包装","","","KH04647","2014/12/27 22:55:54","0","","潘华良","1","","2014/12/27 22:56:40","100060","","","0","0","0","","0","1","潘华良","2014/12/27 22:55:54","0.000000","","","","","","","","","","","","","","","               ","0.000000","","","","","0","","",""
